id,reference_id,entity_type,question,intent_tag,created_at
550e8400-e29b-41d4-a716-446655440121,64fd1516-f032-4630-8a79-e347851f2e18,franchise,What IT service franchises are available?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440122,64fd1516-f032-4630-8a79-e347851f2e18,franchise,What is the initial investment for technology franchises?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440123,64fd1516-f032-4630-8a79-e347851f2e18,franchise,What technical expertise is required?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440124,64fd1516-f032-4630-8a79-e347851f2e18,franchise,What training and certifications are provided?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440125,64fd1516-f032-4630-8a79-e347851f2e18,franchise,What recurring revenue opportunities exist?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440126,64fd1516-f032-4630-8a79-e347851f2e18,franchise,What technology platforms and tools are included?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440127,64fd1516-f032-4630-8a79-e347851f2e18,franchise,Can IT franchises be operated remotely?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440128,64fd1516-f032-4630-8a79-e347851f2e18,franchise,What client acquisition support is provided?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440129,4a104cba-ccd3-4f86-b204-2277660117eb,franchise,What finance franchise opportunities are available?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440130,4a104cba-ccd3-4f86-b204-2277660117eb,franchise,What is the investment for financial services franchises?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440131,4a104cba-ccd3-4f86-b204-2277660117eb,franchise,What licenses and certifications are required?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440132,4a104cba-ccd3-4f86-b204-2277660117eb,franchise,"What products can be offered (loans, insurance, mutual funds)?",general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440133,4a104cba-ccd3-4f86-b204-2277660117eb,franchise,What training is provided on financial products?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440134,4a104cba-ccd3-4f86-b204-2277660117eb,franchise,How do commission structures work?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440135,4a104cba-ccd3-4f86-b204-2277660117eb,franchise,What technology platforms are provided?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440136,4a104cba-ccd3-4f86-b204-2277660117eb,franchise,What compliance and regulatory support is available?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440137,26d2b88d-ddbf-45b7-a016-9379064270a9,franchise,What logistics franchise models are available?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440138,26d2b88d-ddbf-45b7-a016-9379064270a9,franchise,What is the investment for logistics franchises?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440139,26d2b88d-ddbf-45b7-a016-9379064270a9,franchise,What warehouse or office space is required?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440140,26d2b88d-ddbf-45b7-a016-9379064270a9,franchise,What vehicles and equipment are needed?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440141,26d2b88d-ddbf-45b7-a016-9379064270a9,franchise,What technology platforms are provided for operations?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440142,26d2b88d-ddbf-45b7-a016-9379064270a9,franchise,How do revenue models work in logistics?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440143,26d2b88d-ddbf-45b7-a016-9379064270a9,franchise,What training is provided for operations and compliance?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440144,26d2b88d-ddbf-45b7-a016-9379064270a9,franchise,Are there territorial rights in logistics franchises?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440145,985ff825-8855-4dec-9615-6d83578ef2cf,franchise,What agriculture franchises are available in India?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440146,985ff825-8855-4dec-9615-6d83578ef2cf,franchise,What is the investment for agriculture franchises?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440147,985ff825-8855-4dec-9615-6d83578ef2cf,franchise,Do I need farming experience to run the franchise?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440148,985ff825-8855-4dec-9615-6d83578ef2cf,franchise,What land or space is required?,general,2026-01-30 10:0:00
550e8400-e29b-41d4-a716-446655440149,985ff825-8855-4dec-9615-6d83578ef2cf,franchise,What products or services are offered?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440150,985ff825-8855-4dec-9615-6d83578ef2cf,franchise,What training and technical support is provided?,general,2026-1-30 10:00:00
550e8400-e29b-41d4-a716-446655440151,985ff825-8855-4dec-9615-6d83578ef2cf,franchise,What are the market opportunities in rural areas,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440152,985ff825-8855-4dec-9615-6d83578ef2cf,franchise,Are there government subsidies available?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440153,e42b13ce-89ed-481f-98ab-36ac53927ee4,franchise,What media and communication franchises are available?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440154,e42b13ce-89ed-481f-98ab-36ac53927ee4,franchise,What is the investment for media franchises?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440155,e42b13ce-89ed-481f-98ab-36ac53927ee4,franchise,What technical skills or experience are required?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440156,e42b13ce-89ed-481f-98ab-36ac53927ee4,franchise,What equipment and software are provided?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440157,e42b13ce-89ed-481f-98ab-36ac53927ee4,franchise,What training is provided for content creation?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440158,e42b13ce-89ed-481f-98ab-36ac53927ee4,franchise,How do client acquisition and retention work?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440159,e42b13ce-89ed-481f-98ab-36ac53927ee4,franchise,Can media franchises be operated remotely?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440160,e42b13ce-89ed-481f-98ab-36ac53927ee4,franchise,What ongoing support and updates are provided?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440201,00000000-0000-0000-0000-000000000000,franchise,What is the total investment required to start a franchise?,general,2026-01-30 10:00:00
