"id","reference_id","question","created_at"
"550e8400-e29b-41d4-a716-446655440011","42467fa8-06f1-4047-baf5-212e10ea66d8","How many chairs or stations are needed in a salon?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440012","42467fa8-06f1-4047-baf5-212e10ea66d8","What products and supplies are included in the franchise?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440013","42467fa8-06f1-4047-baf5-212e10ea66d8","Are there exclusive territory rights for beauty franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440014","42467fa8-06f1-4047-baf5-212e10ea66d8","What staff training is provided by beauty franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440015","42467fa8-06f1-4047-baf5-212e10ea66d8","Can beauty franchises offer additional services like spa?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440016","42467fa8-06f1-4047-baf5-212e10ea66d8","What are the typical working hours for salon franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440017","f26791cd-9656-452d-8326-9b9296125906","What health and wellness franchise models are trending?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440018","f26791cd-9656-452d-8326-9b9296125906","Do health franchises require medical certifications?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440019","f26791cd-9656-452d-8326-9b9296125906","What is the initial investment for diagnostic center franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440020","f26791cd-9656-452d-8326-9b9296125906","How much space is required for a wellness center?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440021","f26791cd-9656-452d-8326-9b9296125906","What equipment costs are involved in health franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440022","f26791cd-9656-452d-8326-9b9296125906","Are there regulatory approvals needed for health franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440023","f26791cd-9656-452d-8326-9b9296125906","Do wellness franchises provide staff training?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440024","f26791cd-9656-452d-8326-9b9296125906","What is the customer retention rate in wellness businesses?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440025","c39ecac8-9a1f-4ad3-af64-069b9b315926","What types of business services franchises are available?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440026","c39ecac8-9a1f-4ad3-af64-069b9b315926","What is the initial investment for business service franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440027","c39ecac8-9a1f-4ad3-af64-069b9b315926","Do I need industry-specific expertise to run the franchise?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440028","c39ecac8-9a1f-4ad3-af64-069b9b315926","What is the typical office space requirement?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440029","c39ecac8-9a1f-4ad3-af64-069b9b315926","How many staff members are needed for operations?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440030","c39ecac8-9a1f-4ad3-af64-069b9b315926","What technology platforms are provided by franchisors?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440031","c39ecac8-9a1f-4ad3-af64-069b9b315926","Are there recurring revenue opportunities in this sector?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440032","c39ecac8-9a1f-4ad3-af64-069b9b315926","What marketing support do business service franchises provide?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440033","cc637398-2762-4b5b-a999-c1a8c5567cfe","What is the investment for dealer and distributor franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440034","cc637398-2762-4b5b-a999-c1a8c5567cfe","How much warehouse space is required?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440035","cc637398-2762-4b5b-a999-c1a8c5567cfe","What inventory investment is needed upfront?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440036","cc637398-2762-4b5b-a999-c1a8c5567cfe","Do franchisors provide inventory on credit terms?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440037","cc637398-2762-4b5b-a999-c1a8c5567cfe","What are the typical profit margins for distributors?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440038","cc637398-2762-4b5b-a999-c1a8c5567cfe","Are there exclusive territory rights granted?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440039","cc637398-2762-4b5b-a999-c1a8c5567cfe","What logistics and transportation support is provided?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440040","cc637398-2762-4b5b-a999-c1a8c5567cfe","How is inventory management handled in dealerships?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440041","f5fe36f6-02ef-4ca5-b884-30d22b5402cf","What types of education franchises are most successful in India?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440042","f5fe36f6-02ef-4ca5-b884-30d22b5402cf","How much space is needed for a tutoring center franchise?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440043","f5fe36f6-02ef-4ca5-b884-30d22b5402cf","What qualifications are required to run an education franchise?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440044","f5fe36f6-02ef-4ca5-b884-30d22b5402cf","Do education franchises provide curriculum and teaching materials?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440045","f5fe36f6-02ef-4ca5-b884-30d22b5402cf","What is the typical student capacity for education franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440046","f5fe36f6-02ef-4ca5-b884-30d22b5402cf","Are education franchises profitable year-round or seasonal?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440047","f5fe36f6-02ef-4ca5-b884-30d22b5402cf","What technology infrastructure is required for education franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440048","f5fe36f6-02ef-4ca5-b884-30d22b5402cf","Can education franchises be operated from home or online?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440049","3b1b6be7-d616-4c46-a470-2a2fc1d16691","What is the initial investment required for a fashion franchise?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440050","3b1b6be7-d616-4c46-a470-2a2fc1d16691","How much retail space is needed for apparel franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440051","3b1b6be7-d616-4c46-a470-2a2fc1d16691","What are the most popular fashion franchise categories?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440052","3b1b6be7-d616-4c46-a470-2a2fc1d16691","Do fashion franchises provide inventory on consignment?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440053","3b1b6be7-d616-4c46-a470-2a2fc1d16691","What is the expected profit margin in fashion retail?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440054","3b1b6be7-d616-4c46-a470-2a2fc1d16691","Are online sales channels included in franchise agreements?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440055","3b1b6be7-d616-4c46-a470-2a2fc1d16691","What marketing support do fashion franchises provide?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440056","3b1b6be7-d616-4c46-a470-2a2fc1d16691","How seasonal is the fashion franchise business?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440057","7b332bd1-117a-4b40-92a1-aa8c5267a02b","What are the most profitable food franchise models in India?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440058","7b332bd1-117a-4b40-92a1-aa8c5267a02b","How much space is typically required for a QSR franchise?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440059","7b332bd1-117a-4b40-92a1-aa8c5267a02b","What is the average ROI timeline for food and beverage franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440060","7b332bd1-117a-4b40-92a1-aa8c5267a02b","Are there specific location requirements for restaurant franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440061","7b332bd1-117a-4b40-92a1-aa8c5267a02b","What staff size is needed to operate a food franchise?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440062","7b332bd1-117a-4b40-92a1-aa8c5267a02b","Do food franchises provide training and ongoing support?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440063","7b332bd1-117a-4b40-92a1-aa8c5267a02b","What are the typical royalty fees for food franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440064","7b332bd1-117a-4b40-92a1-aa8c5267a02b","Can food franchises operate from cloud kitchens or mobile units?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440065","1e4a2772-e991-4e90-b77b-2724809f5dbc","What home-based business franchises have low investment?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440066","1e4a2772-e991-4e90-b77b-2724809f5dbc","Can I run a home-based franchise part-time?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440067","1e4a2772-e991-4e90-b77b-2724809f5dbc","What are the zoning and legal requirements for home businesses?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440068","1e4a2772-e991-4e90-b77b-2724809f5dbc","Do home-based franchises provide online training?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440069","1e4a2772-e991-4e90-b77b-2724809f5dbc","What marketing support is available for home businesses?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440070","1e4a2772-e991-4e90-b77b-2724809f5dbc","How much space is needed within the home?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440071","1e4a2772-e991-4e90-b77b-2724809f5dbc","What are the typical revenue expectations?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440072","1e4a2772-e991-4e90-b77b-2724809f5dbc","Can home-based franchises scale to commercial locations?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440073","d8e835b1-07dd-4279-93b4-5049cfb1c6d6","What is the investment for hotel franchises in India?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440074","d8e835b1-07dd-4279-93b4-5049cfb1c6d6","What property size is required for budget hotels?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440075","d8e835b1-07dd-4279-93b4-5049cfb1c6d6","Do hotel franchises provide staff training?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440076","d8e835b1-07dd-4279-93b4-5049cfb1c6d6","What are the location requirements for hotel franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440077","d8e835b1-07dd-4279-93b4-5049cfb1c6d6","What technology systems are provided (booking, PMS)?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440078","d8e835b1-07dd-4279-93b4-5049cfb1c6d6","How do revenue sharing models work in hospitality?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440079","d8e835b1-07dd-4279-93b4-5049cfb1c6d6","What brand standards must be maintained?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440080","d8e835b1-07dd-4279-93b4-5049cfb1c6d6","Are there minimum occupancy guarantees?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440081","ae11be80-bea3-4d0e-a35a-c964451b1a20","What are the different types of retail franchises available?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440082","ae11be80-bea3-4d0e-a35a-c964451b1a20","How much inventory investment is required upfront?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440083","ae11be80-bea3-4d0e-a35a-c964451b1a20","What retail space size is ideal for different categories?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440084","ae11be80-bea3-4d0e-a35a-c964451b1a20","Do retail franchises provide inventory on credit?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440085","ae11be80-bea3-4d0e-a35a-c964451b1a20","What is the typical profit margin in retail franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440086","ae11be80-bea3-4d0e-a35a-c964451b1a20","Are there exclusive territorial rights in retail franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440087","ae11be80-bea3-4d0e-a35a-c964451b1a20","What point-of-sale systems do retail franchises use?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440088","ae11be80-bea3-4d0e-a35a-c964451b1a20","How do retail franchises handle returns and exchangs?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440089","ead42b5a-26e6-4bd2-a2e3-bb8709ede483","What is the average investment for a gym franchise?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440090","ead42b5a-26e6-4bd2-a2e3-bb8709ede483","How much space is needed for a fitness studio?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440091","ead42b5a-26e6-4bd2-a2e3-bb8709ede483","Do fitness franchises provide certified trainers?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440092","ead42b5a-26e6-4bd2-a2e3-bb8709ede483","What equipment is included in the franchise package?","206-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440093","ead42b5a-26e6-4bd2-a2e3-bb8709ede483","Are there membership sales targets for fitness frachises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440094","ead42b5a-26e6-4bd2-a2e3-bb8709ede483","What marketing support do fitness franchises provide?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440095","ead42b5a-26e6-4bd2-a2e3-bb8709ede483","Can fitness franchises operate 24/7 or have flexible hours?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440096","ead42b5a-26e6-4bd2-a2e3-bb8709ede483","What is the break-even timeline for gym franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440097","a28de9c3-9d0d-4058-8782-1211f20ffd1d","What entertainment franchise models are most popular?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440098","a28de9c3-9d0d-4058-8782-1211f20ffd1d","What is the initial investment for entertainment franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440099","a28de9c3-9d0d-4058-8782-1211f20ffd1d","How much space is required for gaming or activity centers?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440100","a28de9c3-9d0d-4058-8782-1211f20ffd1d","What equipment and technology is provided?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440101","a28de9c3-9d0d-4058-8782-1211f20ffd1d","Are there location requirements (malls vs standalone)?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440102","a28de9c3-9d0d-4058-8782-1211f20ffd1d","What safety certifications are required?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440103","a28de9c3-9d0d-4058-8782-1211f20ffd1d","How seasonal is the entertainment business?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440104","a28de9c3-9d0d-4058-8782-1211f20ffd1d","What marketing and promotional support is provided?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440105","f494351f-bfb3-411d-a178-d1905bd0616e","What government service franchises are available?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440106","f494351f-bfb3-411d-a178-d1905bd0616e","What is the investment for CSC (Common Service Center)?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440107","f494351f-bfb3-411d-a178-d1905bd0616e","What certifications are required for government services?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440108","f494351f-bfb3-411d-a178-d1905bd0616e","What technology infrastructure is needed?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440109","f494351f-bfb3-411d-a178-d1905bd0616e","What are the revenue models for government services?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440110","f494351f-bfb3-411d-a178-d1905bd0616e","Is training provided for government schemes and services?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440111","f494351f-bfb3-411d-a178-d1905bd0616e","What documentation and compliance is required?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440112","f494351f-bfb3-411d-a178-d1905bd0616e","Are there location requirements for service centers?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440113","1a821422-d8eb-484f-a280-8af8f6b79144","What is the investment for real estate franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440114","1a821422-d8eb-484f-a280-8af8f6b79144","Do I need a real estate agent license?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440115","1a821422-d8eb-484f-a280-8af8f6b79144","What office space is required for rea estate agencies?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440116","1a821422-d8eb-484f-a280-8af8f6b79144","What technology platforms are provided (CRM, listings)?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440117","1a821422-d8eb-484f-a280-8af8f6b79144","How do commission structures work?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440118","1a821422-d8eb-484f-a280-8af8f6b79144","What training is provided on propertylaws and RERA?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440119","1a821422-d8eb-484f-a280-8af8f6b79144","Are there exclusive territory rights?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440120","1a821422-d8eb-484f-a280-8af8f6b79144","What marketing and lead generation support is available?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440121","64fd1516-f032-4630-8a79-e347851f2e18","What IT service franchises are available?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440122","64fd1516-f032-4630-8a79-e347851f2e18","What is the initial investment for technology franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440123","64fd1516-f032-4630-8a79-e347851f2e18","What technical expertise is required?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440124","64fd1516-f032-4630-8a79-e347851f2e18","What training and certifications are provided?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440125","64fd1516-f032-4630-8a79-e347851f2e18","What recurring revenue opportunities exist?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440126","64fd1516-f032-4630-8a79-e347851f2e18","What technology platforms and tools are included?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440127","64fd1516-f032-4630-8a79-e347851f2e18","Can IT franchises be operated remotely?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440128","64fd1516-f032-4630-8a79-e347851f2e18","What client acquisition support is provided?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440129","4a104cba-ccd3-4f86-b204-2277660117eb","What finance franchise opportunities are available?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440130","4a104cba-ccd3-4f86-b204-2277660117eb","What is the investment for financial services franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440131","4a104cba-ccd3-4f86-b204-2277660117eb","What licenses and certifications are required?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440132","4a104cba-ccd3-4f86-b204-2277660117eb","What products can be offered (loans, insurance, mutual funds)?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440133","4a104cba-ccd3-4f86-b204-2277660117eb","What training is provided on financial products?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440134","4a104cba-ccd3-4f86-b204-2277660117eb","How do commission structures work?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440135","4a104cba-ccd3-4f86-b204-2277660117eb","What technology platforms are provided?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440136","4a104cba-ccd3-4f86-b204-2277660117eb","What compliance and regulatory support is available?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440137","26d2b88d-ddbf-45b7-a016-9379064270a9","What logistics franchise models are available?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440138","26d2b88d-ddbf-45b7-a016-9379064270a9","What is the investment for logistics franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440139","26d2b88d-ddbf-45b7-a016-9379064270a9","What warehouse or office space is required?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440140","26d2b88d-ddbf-45b7-a016-9379064270a9","What vehicles and equipment are needed?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440141","26d2b88d-ddbf-45b7-a016-9379064270a9","What technology platforms are provided for operations?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440142","26d2b88d-ddbf-45b7-a016-9379064270a9","How do revenue models work in logistics?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440143","26d2b88d-ddbf-45b7-a016-9379064270a9","What training is provided for operations and compliance?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440144","26d2b88d-ddbf-45b7-a016-9379064270a9","Are there territorial rights in logistics franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440145","985ff825-8855-4dec-9615-6d83578ef2cf","What agriculture franchises are available in India?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440146","985ff825-8855-4dec-9615-6d83578ef2cf","What is the investment for agriculture franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440147","985ff825-8855-4dec-9615-6d83578ef2cf","Do I need farming experience to run the franchise?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440148","985ff825-8855-4dec-9615-6d83578ef2cf","What land or space is required?","2026-01-30 10:0:00"
"550e8400-e29b-41d4-a716-446655440149","985ff825-8855-4dec-9615-6d83578ef2cf","What products or services are offered?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440150","985ff825-8855-4dec-9615-6d83578ef2cf","What training and technical support is provided?","2026-1-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440151","985ff825-8855-4dec-9615-6d83578ef2cf","What are the market opportunities in rural areas","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440152","985ff825-8855-4dec-9615-6d83578ef2cf","Are there government subsidies available?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440153","e42b13ce-89ed-481f-98ab-36ac53927ee4","What media and communication franchises are available?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440154","e42b13ce-89ed-481f-98ab-36ac53927ee4","What is the investment for media franchises?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440155","e42b13ce-89ed-481f-98ab-36ac53927ee4","What technical skills or experience are required?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440156","e42b13ce-89ed-481f-98ab-36ac53927ee4","What equipment and software are provided?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440157","e42b13ce-89ed-481f-98ab-36ac53927ee4","What training is provided for content creation?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440158","e42b13ce-89ed-481f-98ab-36ac53927ee4","How do client acquisition and retention work?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440159","e42b13ce-89ed-481f-98ab-36ac53927ee4","Can media franchises be operated remotely?","2026-01-30 10:00:00"
"550e8400-e29b-41d4-a716-446655440160","e42b13ce-89ed-481f-98ab-36ac53927ee4","What ongoing support and updates are provided?","2026-01-30 10:00:00"
