id,reference_id,question,intent_tag,created_at
550e8400-e29b-41d4-a716-446655440058,7b332bd1-117a-4b40-92a1-aa8c5267a02b,How much space is typically required for a QSR franchise?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440059,7b332bd1-117a-4b40-92a1-aa8c5267a02b,What is the average ROI timeline for food and beverage franchises?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440060,7b332bd1-117a-4b40-92a1-aa8c5267a02b,Are there specific location requirements for restaurant franchises?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440061,7b332bd1-117a-4b40-92a1-aa8c5267a02b,What staff size is needed to operate a food franchise?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440062,7b332bd1-117a-4b40-92a1-aa8c5267a02b,Do food franchises provide training and ongoing support?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440063,7b332bd1-117a-4b40-92a1-aa8c5267a02b,What are the typical royalty fees for food franchises?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440064,7b332bd1-117a-4b40-92a1-aa8c5267a02b,Can food franchises operate from cloud kitchens or mobile units?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440065,1e4a2772-e991-4e90-b77b-2724809f5dbc,What home-based business franchises have low investment?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440066,1e4a2772-e991-4e90-b77b-2724809f5dbc,Can I run a home-based franchise part-time?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440067,1e4a2772-e991-4e90-b77b-2724809f5dbc,What are the zoning and legal requirements for home businesses?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440068,1e4a2772-e991-4e90-b77b-2724809f5dbc,Do home-based franchises provide online training?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440069,1e4a2772-e991-4e90-b77b-2724809f5dbc,What marketing support is available for home businesses?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440070,1e4a2772-e991-4e90-b77b-2724809f5dbc,How much space is needed within the home?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440071,1e4a2772-e991-4e90-b77b-2724809f5dbc,What are the typical revenue expectations?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440072,1e4a2772-e991-4e90-b77b-2724809f5dbc,Can home-based franchises scale to commercial locations?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440073,d8e835b1-07dd-4279-93b4-5049cfb1c6d6,What is the investment for hotel franchises in India?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440074,d8e835b1-07dd-4279-93b4-5049cfb1c6d6,What property size is required for budget hotels?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440075,d8e835b1-07dd-4279-93b4-5049cfb1c6d6,Do hotel franchises provide staff training?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440076,d8e835b1-07dd-4279-93b4-5049cfb1c6d6,What are the location requirements for hotel franchises?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440077,d8e835b1-07dd-4279-93b4-5049cfb1c6d6,"What technology systems are provided (booking, PMS)?",general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440078,d8e835b1-07dd-4279-93b4-5049cfb1c6d6,How do revenue sharing models work in hospitality?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440079,d8e835b1-07dd-4279-93b4-5049cfb1c6d6,What brand standards must be maintained?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440080,d8e835b1-07dd-4279-93b4-5049cfb1c6d6,Are there minimum occupancy guarantees?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440081,ae11be80-bea3-4d0e-a35a-c964451b1a20,What are the different types of retail franchises available?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440082,ae11be80-bea3-4d0e-a35a-c964451b1a20,How much inventory investment is required upfront?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440083,ae11be80-bea3-4d0e-a35a-c964451b1a20,What retail space size is ideal for different categories?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440084,ae11be80-bea3-4d0e-a35a-c964451b1a20,Do retail franchises provide inventory on credit?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440085,ae11be80-bea3-4d0e-a35a-c964451b1a20,What is the typical profit margin in retail franchises?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440086,ae11be80-bea3-4d0e-a35a-c964451b1a20,Are there exclusive territorial rights in retail franchises?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440087,ae11be80-bea3-4d0e-a35a-c964451b1a20,What point-of-sale systems do retail franchises use?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440088,ae11be80-bea3-4d0e-a35a-c964451b1a20,How do retail franchises handle returns and exchangs?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440089,ead42b5a-26e6-4bd2-a2e3-bb8709ede483,What is the average investment for a gym franchise?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440090,ead42b5a-26e6-4bd2-a2e3-bb8709ede483,How much space is needed for a fitness studio?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440091,ead42b5a-26e6-4bd2-a2e3-bb8709ede483,Do fitness franchises provide certified trainers?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440092,ead42b5a-26e6-4bd2-a2e3-bb8709ede483,What equipment is included in the franchise package?,general,206-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440093,ead42b5a-26e6-4bd2-a2e3-bb8709ede483,Are there membership sales targets for fitness frachises?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440094,ead42b5a-26e6-4bd2-a2e3-bb8709ede483,What marketing support do fitness franchises provide?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440095,ead42b5a-26e6-4bd2-a2e3-bb8709ede483,Can fitness franchises operate 24/7 or have flexible hours?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440096,ead42b5a-26e6-4bd2-a2e3-bb8709ede483,What is the break-even timeline for gym franchises?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440097,a28de9c3-9d0d-4058-8782-1211f20ffd1d,What entertainment franchise models are most popular?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440098,a28de9c3-9d0d-4058-8782-1211f20ffd1d,What is the initial investment for entertainment franchises?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440099,a28de9c3-9d0d-4058-8782-1211f20ffd1d,How much space is required for gaming or activity centers?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440100,a28de9c3-9d0d-4058-8782-1211f20ffd1d,What equipment and technology is provided?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440101,a28de9c3-9d0d-4058-8782-1211f20ffd1d,Are there location requirements (malls vs standalone)?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440102,a28de9c3-9d0d-4058-8782-1211f20ffd1d,What safety certifications are required?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440103,a28de9c3-9d0d-4058-8782-1211f20ffd1d,How seasonal is the entertainment business?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440104,a28de9c3-9d0d-4058-8782-1211f20ffd1d,What marketing and promotional support is provided?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440105,f494351f-bfb3-411d-a178-d1905bd0616e,What government service franchises are available?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440106,f494351f-bfb3-411d-a178-d1905bd0616e,What is the investment for CSC (Common Service Center)?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440107,f494351f-bfb3-411d-a178-d1905bd0616e,What certifications are required for government services?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440108,f494351f-bfb3-411d-a178-d1905bd0616e,What technology infrastructure is needed?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440109,f494351f-bfb3-411d-a178-d1905bd0616e,What are the revenue models for government services?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440110,f494351f-bfb3-411d-a178-d1905bd0616e,Is training provided for government schemes and services?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440111,f494351f-bfb3-411d-a178-d1905bd0616e,What documentation and compliance is required?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440112,f494351f-bfb3-411d-a178-d1905bd0616e,Are there location requirements for service centers?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440113,1a821422-d8eb-484f-a280-8af8f6b79144,What is the investment for real estate franchises?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440114,1a821422-d8eb-484f-a280-8af8f6b79144,Do I need a real estate agent license?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440115,1a821422-d8eb-484f-a280-8af8f6b79144,What office space is required for rea estate agencies?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440116,1a821422-d8eb-484f-a280-8af8f6b79144,"What technology platforms are provided (CRM, listings)?",general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440117,1a821422-d8eb-484f-a280-8af8f6b79144,How do commission structures work?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440118,1a821422-d8eb-484f-a280-8af8f6b79144,What training is provided on propertylaws and RERA?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440119,1a821422-d8eb-484f-a280-8af8f6b79144,Are there exclusive territory rights?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440120,1a821422-d8eb-484f-a280-8af8f6b79144,What marketing and lead generation support is available?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440121,64fd1516-f032-4630-8a79-e347851f2e18,What IT service franchises are available?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440122,64fd1516-f032-4630-8a79-e347851f2e18,What is the initial investment for technology franchises?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440123,64fd1516-f032-4630-8a79-e347851f2e18,What technical expertise is required?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440124,64fd1516-f032-4630-8a79-e347851f2e18,What training and certifications are provided?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440125,64fd1516-f032-4630-8a79-e347851f2e18,What recurring revenue opportunities exist?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440126,64fd1516-f032-4630-8a79-e347851f2e18,What technology platforms and tools are included?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440127,64fd1516-f032-4630-8a79-e347851f2e18,Can IT franchises be operated remotely?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440128,64fd1516-f032-4630-8a79-e347851f2e18,What client acquisition support is provided?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440129,4a104cba-ccd3-4f86-b204-2277660117eb,What finance franchise opportunities are available?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440130,4a104cba-ccd3-4f86-b204-2277660117eb,What is the investment for financial services franchises?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440131,4a104cba-ccd3-4f86-b204-2277660117eb,What licenses and certifications are required?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440132,4a104cba-ccd3-4f86-b204-2277660117eb,"What products can be offered (loans, insurance, mutual funds)?",general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440133,4a104cba-ccd3-4f86-b204-2277660117eb,What training is provided on financial products?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440134,4a104cba-ccd3-4f86-b204-2277660117eb,How do commission structures work?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440135,4a104cba-ccd3-4f86-b204-2277660117eb,What technology platforms are provided?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440136,4a104cba-ccd3-4f86-b204-2277660117eb,What compliance and regulatory support is available?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440137,26d2b88d-ddbf-45b7-a016-9379064270a9,What logistics franchise models are available?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440138,26d2b88d-ddbf-45b7-a016-9379064270a9,What is the investment for logistics franchises?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440139,26d2b88d-ddbf-45b7-a016-9379064270a9,What warehouse or office space is required?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440140,26d2b88d-ddbf-45b7-a016-9379064270a9,What vehicles and equipment are needed?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440141,26d2b88d-ddbf-45b7-a016-9379064270a9,What technology platforms are provided for operations?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440142,26d2b88d-ddbf-45b7-a016-9379064270a9,How do revenue models work in logistics?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440143,26d2b88d-ddbf-45b7-a016-9379064270a9,What training is provided for operations and compliance?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440144,26d2b88d-ddbf-45b7-a016-9379064270a9,Are there territorial rights in logistics franchises?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440145,985ff825-8855-4dec-9615-6d83578ef2cf,What agriculture franchises are available in India?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440146,985ff825-8855-4dec-9615-6d83578ef2cf,What is the investment for agriculture franchises?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440147,985ff825-8855-4dec-9615-6d83578ef2cf,Do I need farming experience to run the franchise?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440148,985ff825-8855-4dec-9615-6d83578ef2cf,What land or space is required?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440149,985ff825-8855-4dec-9615-6d83578ef2cf,What products or services are offered?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440150,985ff825-8855-4dec-9615-6d83578ef2cf,What training and technical support is provided?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440151,985ff825-8855-4dec-9615-6d83578ef2cf,What are the market opportunities in rural areas,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440152,985ff825-8855-4dec-9615-6d83578ef2cf,Are there government subsidies available?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440153,e42b13ce-89ed-481f-98ab-36ac53927ee4,What media and communication franchises are available?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440154,e42b13ce-89ed-481f-98ab-36ac53927ee4,What is the investment for media franchises?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440155,e42b13ce-89ed-481f-98ab-36ac53927ee4,What technical skills or experience are required?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440156,e42b13ce-89ed-481f-98ab-36ac53927ee4,What equipment and software are provided?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440157,e42b13ce-89ed-481f-98ab-36ac53927ee4,What training is provided for content creation?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440158,e42b13ce-89ed-481f-98ab-36ac53927ee4,How do client acquisition and retention work?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440159,e42b13ce-89ed-481f-98ab-36ac53927ee4,Can media franchises be operated remotely?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440160,e42b13ce-89ed-481f-98ab-36ac53927ee4,What ongoing support and updates are provided?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440201,00000000-0000-0000-0000-000000000000,What is the total investment required to start a franchise?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440202,00000000-0000-0000-0000-000000000000,How long does it take to break even in a franchise business?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440203,00000000-0000-0000-0000-000000000000,What ongoing support does the franchisor provide after signing?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440204,00000000-0000-0000-0000-000000000000,Are there exclusive territory rights available?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440205,00000000-0000-0000-0000-000000000000,What are the royalty fees and ongoing charges?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440206,00000000-0000-0000-0000-000000000000,What is the franchise agreement duration and renewal terms?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440207,00000000-0000-0000-0000-000000000000,Can I own multiple outlets of the same franchise?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440208,00000000-0000-0000-0000-000000000000,How do I evaluate if a franchise is the right fit for me?,general,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440209,00000000-0000-0000-0000-000000000000,Which franchises can be started under 5 lakhs?,low-investment,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440210,00000000-0000-0000-0000-000000000000,Can I run a low-investment franchise part-time?,low-investment,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440211,00000000-0000-0000-0000-000000000000,What is the minimum space needed for budget franchises?,low-investment,2026-01-30 10:00:00
