sr_no,name,short_description,description,established_year,company_name,business_type,ceo_name,ceo_title,ceo_email,entity_type,member_count,min_membership_fee,max_membership_fee,website,industry,category,sector,state,city,association_type,legal_status,json_data
14,Pharmaceuticals Export Promotion Council of India (PHARMEXCIL),Government-backed council promoting India's pharmaceutical exports.,"PHARMEXCIL was set up in 2004 by the Ministry of Commerce & Industry to boost India's pharma exports, assisting member companies through market studies, trade delegations, and global trade fair participation.",2004,Pharmaceuticals Export Promotion Council of India,Export Promotion Council,Dinesh Dua,Chairperson,,association,,,,https://pharmexcil.in,"Health (Medical, Diagnostic & Wellness)",Pharma Export Promotion Council,Pharma Exports,Telangana,Hyderabad,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""PHARMEXCIL, set up in 2004 under Ministry of Commerce & Industry, promotes export of pharmaceutical products including drug intermediates, bulk drugs, formulations, biologicals, ayush and herbal products and surgicals."", ""mission"": """", ""vision"": """", ""sector"": ""Pharma Exports"", ""objectives"": [], ""key_functions"": [""Export promotion"", ""Market studies"", ""Trade delegations""]}, ""governance"": {""president"": {""name"": ""Dinesh Dua"", ""company"": ""CEO, Nectar Lifesciences Limited""}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Hyderabad, Telangana"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Hyderabad, Telangana, India"", ""phone_number"": """", ""email"": """", ""website"": ""https://pharmexcil.in""}}"
15,Society of Indian Automobile Manufacturers (SIAM),Apex national body representing all major vehicle manufacturers in India.,"SIAM is a not-for-profit apex national body representing all major vehicle and vehicular engine manufacturers in India, registered under Societies Registration Act 1860 with charitable status under the Income Tax Act.",1960,Society of Indian Automobile Manufacturers,Non-profit Trade Body,Shailesh Chandra,President (2024-25),siam@siam.in,association,,,,https://www.siam.in,Automotive (Auto & EV Franchises),Automobile Manufacturers Association,Automobile Manufacturing,Delhi,New Delhi,National,Registered Society (Charitable),"{""association_type"": ""National"", ""legal_status"": ""Registered Society (Charitable status under Income Tax Act 1961)"", ""overview"": {""about"": ""SIAM works towards supporting sustainable development of the Indian Automobile Industry with the vision that India emerges as the destination of choice for design and manufacture of automobiles. It works closely with stakeholders on economic and commercial policies, regulations and standards."", ""mission"": """", ""vision"": ""India as the destination of choice in the world for design and manufacture of automobiles."", ""sector"": ""Automotive"", ""objectives"": [""Enhance automobile industry's contribution to Indian economy"", ""Improve road safety and environment protection""], ""key_functions"": [""Policy and standards formulation"", ""Monthly Industry Statistics publication"", ""Auto Expo organisation (with ACMA, CII)""]}, ""governance"": {""president"": {""name"": ""Shailesh Chandra"", ""company"": ""Managing Director, Tata Motors Passenger Vehicles Ltd. & Tata Passenger Electric Mobility Ltd""}, ""vice_presidents"": [{""name"": ""Shenu Agarwal"", ""company"": ""Managing Director & CEO, Ashok Leyland Ltd""}], ""secretary_general"": {""name"": ""Rajesh Menon"", ""company"": ""Director General, SIAM""}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [{""name"": ""Monthly Industry Statistics"", ""description"": ""Regular publication of vehicle production/sales data.""}, {""name"": ""Monthly Commodity Price Monitor"", ""description"": ""Tracking of input commodity prices for the industry.""}], ""programs"": {""Road Safety & Environment"": [{""title"": ""Surakshit Safar"", ""description"": ""Road safety awareness pavilion/campaign at auto shows.""}]}, ""events"": {""Biennial"": [{""title"": ""Auto Expo - The Motor Show / Bharat Mobility Global Expo"", ""description"": ""Jointly organised with ACMA and CII, India's premier auto exhibition.""}]}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": [{""name"": ""ACMA"", ""relation"": ""Co-organiser of Auto Expo"", ""website"": ""https://www.acma.in""}, {""name"": ""CII"", ""relation"": ""Co-organiser of Auto Expo"", ""website"": ""https://www.cii.in""}]}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Core 4B, 5th Floor, India Habitat Centre, Lodi Road, New Delhi 110003, India"", ""phone_number"": ""+91-11-24647810-13"", ""email"": ""siam@siam.in"", ""website"": ""https://www.siam.in""}}"
16,Automotive Component Manufacturers Association of India (ACMA),Apex body of auto component manufacturers in India.,"ACMA is the apex industry body representing the interests of the automotive component industry in India, representing the USD 80.2 billion auto component industry comprising organised players and SMEs.",1959,Automotive Component Manufacturers Association of India,Non-profit Trade Body,Shradha Suri Marwah,President,acma@vsnl.com,association,,,,https://www.acma.in,Automotive (Auto & EV Franchises),Auto Component Manufacturers Association,Auto Components Manufacturing,Delhi,New Delhi,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""ACMA is the apex industry body representing the automotive component industry in India, valued at USD 80.2 billion, comprising organised manufacturers and thousands of SMEs across the auto components value chain."", ""mission"": """", ""vision"": """", ""sector"": ""Auto Components"", ""objectives"": [""GST rationalisation advocacy"", ""Support MSMEs in auto component sector""], ""key_functions"": [""Policy advocacy"", ""Auto Expo co-organisation"", ""Export refund and liquidity support advocacy""]}, ""governance"": {""president"": {""name"": ""Shradha Suri Marwah"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Industry Size Represented"", ""value"": ""USD 80.2 Billion""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {""Biennial"": [{""title"": ""Auto Expo - The Motor Show"", ""description"": ""Jointly organised with SIAM and CII.""}]}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": [{""name"": ""SIAM"", ""relation"": ""Co-organiser of Auto Expo"", ""website"": ""https://www.siam.in""}]}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""The Capital Court, 6th Floor, Olof Palme Marg, Munirka, New Delhi 110067, India"", ""phone_number"": ""+91-11-26160315"", ""email"": ""acma@vsnl.com"", ""website"": ""https://www.acma.in""}}"
17,Federation of Automobile Dealers Associations (FADA),National body for automobile dealers in India.,"FADA, founded in 1964, is the apex national body of the automobile retail industry in India, representing over 15,000 automobile dealerships and 30,000+ outlets, accounting for around 90% of market share.",1964,Federation of Automobile Dealers Associations,Non-profit Trade Body,Manish Raj Singhania,President,,association,15000,,,https://fada.in,Automotive (Auto & EV Franchises),Automobile Dealers Association,Auto Retail,Delhi,New Delhi,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""FADA is the apex national body of the Automobile Retail Industry in India engaged in sale, service and spares of 2/3-wheelers, passenger cars, UVs, commercial vehicles and tractors, networking with over 30 regional/state/city dealer associations."", ""mission"": """", ""vision"": ""One Nation | One Association"", ""sector"": ""Auto Retail"", ""objectives"": [], ""key_functions"": [""Auto Policy and Taxation advocacy"", ""Vehicle Registration Procedure inputs"", ""Road Safety initiatives"", ""Vehicle Retail Data publication""]}, ""governance"": {""president"": {""name"": ""Manish Raj Singhania"", ""company"": """"}, ""vice_presidents"": [{""name"": ""C S Vigneshwar"", ""company"": ""Past President""}], ""secretary_general"": {""name"": ""Saharsh Damani"", ""company"": ""CEO, FADA (first CEO, appointed 2017)""}}, ""regional_structure"": {""governance_model"": ""30+ regional/state/city associations"", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Dealerships"", ""value"": ""15,000+""}, {""label"": ""Outlets"", ""value"": ""30,000+""}, {""label"": ""Market Share"", ""value"": ""~90%""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [""FADA Academy training"", ""Industry research and data (FADA Vehicle Retail Data)""], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [{""name"": ""FADA Research"", ""description"": ""Monthly vehicle retail data across categories.""}], ""programs"": {""Training"": [{""title"": ""FADA Academy GenX Executive Leadership Program"", ""description"": ""Leadership development program for auto retail professionals, in partnership with NMIMS.""}]}, ""events"": {""Annual"": [{""title"": ""FADA Dealership Excellence Awards"", ""description"": ""Annual awards recognizing excellence in automobile dealership operations.""}, {""title"": ""Finance & Insurance Summit"", ""description"": ""Annual summit alongside Auto Retail Conclave.""}]}, ""publications"": {""Journals"": [{""title"": ""FADA Journal"", ""description"": ""Monthly publication covering industry updates, GST guidance, and retail data.""}]}, ""compliance_policies"": {}, ""partnerships"": {""list"": [{""name"": ""Automotive Skills Development Council (ASDC)"", ""relation"": ""Skilling Partner"", ""website"": """"}]}, ""awards"": {""list"": [{""title"": ""FADA Dealership Excellence Awards 2025"", ""description"": ""Jury-led national recognition for top auto dealerships.""}]}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": """", ""website"": ""https://fada.in""}}"
18,Confederation of Indian Textile Industry (CITI),Apex body of the entire Indian textile industry.,"CITI is the apex body of the entire Indian textile industry, founded in 1942, representing the complete value chain from cotton farmers and spinning units to garment exporters and textile machinery makers.",1942,Confederation of Indian Textile Industry,Non-profit Trade Body,Ashwin Chandran,Chairman,mail@citiindia.org,association,,,,https://citiindia.org,"Fashion (Apparel, Footwear, Accessories)",Textile Industry Apex Body,Textile Manufacturing,Delhi,New Delhi,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""CITI is the only national body that connects India's entire textile and clothing spectrum, from cotton farmers and spinning units to garment exporters and textile machinery makers. It also heads the Textile Sector Skill Council and CITI-CDRA."", ""mission"": """", ""vision"": """", ""sector"": ""Textiles"", ""objectives"": [], ""key_functions"": [""End-to-end textile value chain representation"", ""Textile Sector Skill Council"", ""Policy advocacy on PLI, PM MITRA schemes""]}, ""governance"": {""president"": {""name"": ""Ashwin Chandran"", ""company"": ""Chairman & Managing Director, Precot Meridien Limited""}, ""vice_presidents"": [{""name"": ""(Vice Chairman)"", ""company"": ""Precot Ltd.""}], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {""Skilling"": [{""title"": ""Textile Sector Skill Council"", ""description"": ""Skill development body for textile workforce, also linked to National Skills Development Corporation.""}]}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": [{""name"": ""National Skills Development Corporation"", ""relation"": ""Board Member Partnership"", ""website"": """"}]}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""6th Floor, Narain Manzil, 23 Barakhamba Road, New Delhi 110001, India"", ""phone_number"": ""23325013 / 15 / 55"", ""email"": ""mail@citiindia.org"", ""website"": ""https://citiindia.org""}}"
19,Apparel Export Promotion Council (AEPC),Government body promoting India's apparel exports globally.,"AEPC is the official body of apparel exporters in India, incorporated in 1978 under the Foreign Trade (Development and Regulation) Act, operating under the Ministry of Textiles to promote garment exports.",1978,Apparel Export Promotion Council,Export Promotion Council,Dr. A. Sakthivel,Chairman (5th term),,association,,,,https://www.aepcindia.com,"Fashion (Apparel, Footwear, Accessories)",Apparel Export Promotion Council,Apparel Exports,Haryana,Gurgaon,National,Statutory Export Promotion Body,"{""association_type"": ""National"", ""legal_status"": ""Statutory Export Promotion Body (under Foreign Trade Development & Regulation Act 1992)"", ""overview"": {""about"": ""AEPC is the official body of apparel exporters in India, operating under the Ministry of Textiles. From one office in 1978 it has grown to over 40 offices, providing trade statistics, market intelligence and trade fair assistance to garment exporters."", ""mission"": """", ""vision"": """", ""sector"": ""Apparel Exports"", ""objectives"": [""Promote and support export of Indian garments"", ""Improve competitiveness of Indian apparel sector""], ""key_functions"": [""Market research & development"", ""Trade fair organisation"", ""Policy advocacy"", ""Skill development"", ""Certification and standards""]}, ""governance"": {""president"": {""name"": ""Dr. A. Sakthivel"", ""company"": ""Board member for 43 years, Chairman 5 terms""}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": ""40+ offices"", ""headquarters"": ""Gurgaon, Haryana"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [""Trade statistics access"", ""Market intelligence"", ""Trade fair participation assistance""], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {""Biannual"": [{""title"": ""India International Garment Fair (IIGF)"", ""description"": ""Held at Noida, with about 350 exhibitors and 2,500+ overseas buyers - Asia's biggest platform for MSME garment exporters.""}]}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": [{""name"": ""Ministry of Textiles, Government of India"", ""relation"": ""Government Oversight Body"", ""website"": """"}]}, ""awards"": {""list"": [{""title"": ""Mentor of the Indian Apparel Industry"", ""description"": ""Recognition awarded by AEPC to industry leaders.""}]}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Apparel House, Institutional Area, Sector-44, Gurgaon, Haryana"", ""phone_number"": ""0124-2708000"", ""email"": """", ""website"": ""https://www.aepcindia.com""}}"
20,Cotton Textiles Export Promotion Council (TEXPROCIL),Apex body for promotion of cotton textile exports from India.,"TEXPROCIL, set up in 1954, is the apex export promotion body for cotton textiles from India, assisting member exporters with market information and representation to government bodies.",1954,Cotton Textiles Export Promotion Council,Export Promotion Council,Vijay Agarwal,Chairman,,association,,,,https://texprocil.org,"Fashion (Apparel, Footwear, Accessories)",Cotton Textile Export Council,Cotton Textile Exports,Maharashtra,Mumbai,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""TEXPROCIL is the apex export promotion body for cotton textiles from India, assisting exporters in international trade negotiations including under WTO, and defending Indian exporters against anti-dumping measures."", ""mission"": """", ""vision"": """", ""sector"": ""Cotton Textile Exports"", ""objectives"": [], ""key_functions"": [""Trade negotiation support"", ""Anti-dumping defense advocacy"", ""Market information""]}, ""governance"": {""president"": {""name"": ""Vijay Agarwal"", ""company"": ""Chairman""}, ""vice_presidents"": [], ""secretary_general"": {""name"": ""Dr. Siddhartha Rajagopal"", ""company"": ""Executive Director, TEXPROCIL (joined 1992, previously at AEPC)""}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": """", ""website"": ""https://texprocil.org""}}"
21,Chemicals & Allied Products Export Promotion Council (CAPEXIL),Export promotion body for chemicals and allied products.,"CAPEXIL, set up in March 1958 by the Ministry of Commerce & Industry, promotes exports of chemicals, dyes, ceramics, paper, rubber and other allied products from India.",1958,Chemicals and Allied Products Export Promotion Council,Export Promotion Council,Ramesh K. Mittal,Chairperson,capexil@capexil.in,association,,,,https://capexil.org,"Logistics / Manufacturing (Couriers, Warehousing, Light Manufacturing)",Chemicals Export Promotion Council,Chemical Exports,West Bengal,Kolkata,National,Statutory Export Promotion Body,"{""association_type"": ""National"", ""legal_status"": ""Statutory Export Promotion Body (sponsored by Ministry of Commerce & Industry)"", ""overview"": {""about"": ""CAPEXIL is a premier export promotion council set up in 1958 to promote export of Chemical and Allied Products from India, with panels covering Paper, Ceramics, Rubber, and Miscellaneous Products."", ""mission"": """", ""vision"": """", ""sector"": ""Chemicals & Allied Exports"", ""objectives"": [], ""key_functions"": [""Export facilitation"", ""Stakeholder meets"", ""International trade fair participation""]}, ""governance"": {""president"": {""name"": ""Ramesh K. Mittal"", ""company"": ""Chairperson, CAPEXIL""}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": ""Regional Offices"", ""headquarters"": ""Kolkata, West Bengal"", ""chapters"": [{""name"": ""Northern Regional Office"", ""headquarters_address"": ""New Delhi"", ""contact_email"": """"}]}, ""membership_details"": {""overview_metrics"": [], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {""Annual"": [{""title"": ""Annual General Meeting"", ""description"": ""67th AGM held at The Lalit Great Eastern Hotel, reviewing council performance and strategic goals.""}], ""Trade Fairs"": [{""title"": ""PaperEx"", ""description"": ""17th International Exhibition & Conference on Pulp, Paper and Allied Industries.""}]}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": [{""name"": ""FIEO"", ""relation"": ""Cross-body Coordination"", ""website"": """"}]}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Vanijya Bhavan, International Trade Facilitation Center, 3rd Floor, 1/1 Wood Street, Kolkata 700016, India"", ""phone_number"": ""+91-33-22891721/22/23/25"", ""email"": ""capexil@capexil.in"", ""website"": ""https://capexil.org""}}"
22,Indian Chemical Council (ICC),National body for India's chemical industry.,"Indian Chemical Council (ICC) is the apex body of the Indian chemical industry, representing manufacturers and promoting sustainable practices within the sector, publishing an 84th Annual Report for 2024-25.",1938,Indian Chemical Council,Non-profit Trade Body,,President,,association,,,,https://www.indianchemicalcouncil.com,"Logistics / Manufacturing (Couriers, Warehousing, Light Manufacturing)",Chemical Industry Apex Body,Chemical Manufacturing,Maharashtra,Mumbai,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""ICC is the apex body of the Indian chemical industry, with 84 years of operation as of its 84th Annual Report (2024-25). It maintains records of Past Presidents and Past Director Generals and signs MoUs to support industry development."", ""mission"": """", ""vision"": """", ""sector"": ""Chemicals"", ""objectives"": [], ""key_functions"": [""Policy representation"", ""ICC Outlook annual conference"", ""MoU partnerships""]}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {""Annual"": [{""title"": ""ICC Outlook"", ""description"": ""Annual conference featuring government and industry speakers on chemical sector trends.""}]}, ""publications"": {""Reports"": [{""title"": ""ICC Annual Report"", ""description"": ""84th Annual Report covering FY 2024-25 published.""}]}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [{""title"": ""84th Annual Report 2024-25"", ""description"": ""Published annual report available on ICC website."", ""status"": ""Published""}], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": """", ""website"": ""https://www.indianchemicalcouncil.com""}}"
23,Engineering Export Promotion Council of India (EEPC India),Premier export promotion body for engineering goods.,"EEPC India, set up in 1955, is the premier export promotion body for engineering goods, products and services in India, serving over 12,000 members through regional offices across the country.",1955,Engineering Export Promotion Council of India,Export Promotion Council,Pankaj Chadha,Chairman,,association,12000,,,https://www.eepcindia.org,"Logistics / Manufacturing (Couriers, Warehousing, Light Manufacturing)",Engineering Goods Export Council,Engineering Exports,West Bengal,Kolkata,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""EEPC India is the premier export promotion body for engineering goods in India, with over 12,000 members, helping exporters penetrate global markets through regional offices, seminars and trade fair participation."", ""mission"": """", ""vision"": """", ""sector"": ""Engineering Exports"", ""objectives"": [], ""key_functions"": [""Export facilitation"", ""International trade fair participation (e.g. Hannover Messe)"", ""Regional seminars on export schemes""]}, ""governance"": {""president"": {""name"": ""Pankaj Chadha"", ""company"": ""Chairman, EEPC India""}, ""vice_presidents"": [{""name"": ""Anoop Marwaha"", ""company"": ""Regional Chairman (Western Region)""}], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": ""Regional Offices (Western, Northern, Southern, Eastern)"", ""headquarters"": ""Kolkata, West Bengal"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""12,000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {""Annual"": [{""title"": ""WR Engineering Export Excellence Awards"", ""description"": ""Regional awards recognizing top engineering exporters.""}], ""International"": [{""title"": ""Hannover Messe participation"", ""description"": ""EEPC India booth and delegations at major international trade fairs.""}]}, ""publications"": {""Newsletters"": [{""title"": ""EEPC India Daily/Weekly Newsletter"", ""description"": ""Trade and policy updates for members.""}]}, ""compliance_policies"": {}, ""partnerships"": {""list"": [{""name"": ""CSIR-CMERI"", ""relation"": ""Technical Collaboration"", ""website"": """"}]}, ""awards"": {""list"": [{""title"": ""WR Engineering Export Excellence Awards"", ""description"": ""Regional recognition for engineering exporters.""}]}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Kolkata, West Bengal, India"", ""phone_number"": """", ""email"": """", ""website"": ""https://www.eepcindia.org""}}"
24,Indian Electrical & Electronics Manufacturers' Association (IEEMA),Apex body of electrical and electronic equipment manufacturers.,"IEEMA is the representative body of manufacturers of electrical, industrial electronics and allied equipment in India, established in 1948. Members contribute over 90% of installed electrical equipment in the country with combined turnover exceeding USD 50 billion.",1948,Indian Electrical and Electronics Manufacturers Association,Non-profit Trade Body,Hamza Arsiwala,President,,association,,,,https://ieema.org,"Logistics / Manufacturing (Couriers, Warehousing, Light Manufacturing)",Electrical Equipment Manufacturers Association,Electrical Equipment,Maharashtra,Mumbai,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""IEEMA covers all segments of electricity from generation, transmission, distribution to last-mile connectivity, plus new-energy areas like EV components, battery storage and green hydrogen. Members contribute over 90% of India's installed electrical equipment, with combined turnover exceeding USD 50 billion and exports over USD 10 billion."", ""mission"": """", ""vision"": """", ""sector"": ""Electrical Equipment"", ""objectives"": [], ""key_functions"": [""Policy advocacy"", ""Government liaison on power sector"", ""Standardisation collaboration""]}, ""governance"": {""president"": {""name"": ""Hamza Arsiwala"", ""company"": ""President, IEEMA""}, ""vice_presidents"": [{""name"": ""Vikram Gandotra"", ""company"": ""Vice President, IEEMA & Chairman, ELECRAMA 2025""}], ""secretary_general"": {""name"": ""Charu Mathur"", ""company"": ""Director General, IEEMA""}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Combined Member Turnover"", ""value"": ""USD 50 Billion+""}, {""label"": ""Exports"", ""value"": ""USD 10 Billion+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {""Biennial"": [{""title"": ""ELECRAMA"", ""description"": ""World's largest electrical show; 2025 edition hosted 1,100+ exhibitors, 10 country pavilions, 4 lakh+ visitors.""}], ""Annual"": [{""title"": ""Metering India"", ""description"": ""10th edition focused on sustainability and energy efficiency in metering.""}]}, ""publications"": {""Journals"": [{""title"": ""IEEMA Journal"", ""description"": ""Monthly electrical & electronics trade journal since June 1981, ABC-certified, 10,000 copies circulation.""}], ""Directories"": [{""title"": ""IEEMA Directory"", ""description"": ""Member and industry information directory.""}]}, ""compliance_policies"": {}, ""partnerships"": {""list"": [{""name"": ""FOMEK (Korea)"", ""relation"": ""International Business Cooperation"", ""website"": """"}]}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": """", ""website"": ""https://ieema.org""}}"
25,Indian Machine Tool Manufacturers' Association (IMTMA),Apex body representing India's machine tool industry.,"IMTMA, founded in 1946, is the apex body of machine tool manufacturers in India, promoting the industry for nearly eight decades and organising IMTEX, one of Asia's premier machine tool exhibitions.",1946,Indian Machine Tool Manufacturers Association,Non-profit Trade Body,Mohini Kelkar,President (2025-26),,association,,,,https://www.imtma.in,"Logistics / Manufacturing (Couriers, Warehousing, Light Manufacturing)",Machine Tool Manufacturers Association,Machine Tools,Karnataka,Bengaluru,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""IMTMA is the apex body of India's machine tool industry, entering its 80th year, supporting Make in India and Atmanirbhar Bharat initiatives. The sector serves automotive, aerospace, electronics, energy and infrastructure industries."", ""mission"": """", ""vision"": """", ""sector"": ""Machine Tools"", ""objectives"": [""Promote Industry 4.0 and digital manufacturing adoption"", ""Strengthen exports and global competitiveness""], ""key_functions"": [""Policy shaping"", ""Technology adoption promotion"", ""Industry-academia-government collaboration""]}, ""governance"": {""president"": {""name"": ""Mohini Kelkar"", ""company"": ""Director, Business Development, Grind Master Machines Pvt Ltd (first woman President)""}, ""vice_presidents"": [{""name"": ""Vikram Salunke"", ""company"": ""Managing Director, Accurate Gauging & Instruments Pvt Ltd""}], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Bengaluru, Karnataka"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {""Technology"": [{""title"": ""Industry 4.0 adoption initiatives"", ""description"": ""Programs enabling member companies to adopt digital manufacturing and sustainable technologies.""}]}, ""events"": {""Annual"": [{""title"": ""Annual General Meeting"", ""description"": ""79th AGM held at Bangalore International Exhibition Centre (BIEC), Bengaluru.""}], ""Biennial"": [{""title"": ""IMTEX"", ""description"": ""One of Asia's premier machine tool exhibitions.""}]}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Bangalore International Exhibition Centre area, Bengaluru, Karnataka, India"", ""phone_number"": """", ""email"": """", ""website"": ""https://www.imtma.in""}}"
